Duration	Rest_Start	Rest_Drowsiness	Rest_Absorption_External	Rest_Absorption_Internal	Rest_Absorption_Body	Rest_Mind_Wandering	Rest_Mind_Focus	Rest_End	Participant_ID
8	2020-02-14 11:07:24.374632	0.0	59.72222222222223	89.93055555555556	59.72222222222223	20.3125	30.381944444444443	2020-02-14 11:16:31.090677	S200214
