Duration	Rest_Start	Rest_Drowsiness	Rest_Absorption_External	Rest_Absorption_Internal	Rest_Absorption_Body	Rest_Mind_Wandering	Rest_Mind_Focus	Rest_End	Participant_ID
8	49:25.3	17	13.19444444	28.64583333	14.58333333	21.18055556	21.875	59:07.4	S210128
